blind_id,replicate_index,status,failure_cause,spin_map,spin_mean,ci68_lower,ci68_upper,ci95_lower,ci95_upper,chi2_per_dof,runtime_s,noise_seed
blind_cd385610e651,72,COMPLETED,,0.7225168132500899,0.6628280735551886,0.5647216361276274,0.7248547973215352,0.5584770838908254,0.729705261793114,9.11441056924579,1.2698501999984728,1678519918
blind_cd385610e651,73,COMPLETED,,0.814729989357181,0.7263621214378069,0.7189895917085772,0.81489942310758,0.4011508908282908,0.81819651841338,8.890830691521286,1.2159760999929858,3839887820
blind_cd385610e651,74,COMPLETED,,0.7208505638292723,0.6222887038509607,0.5593960593750236,0.7221446739762968,0.5541901883680496,0.727537455175032,10.42486002063469,1.261308300003293,828870511
blind_cd385610e651,75,COMPLETED,,0.8165720699714597,0.7576365240399181,0.7203906382188593,0.8167480469279713,0.7159122905911468,0.8190930294042471,9.9834846649452,1.2444236000010278,318790376
blind_cd385610e651,76,COMPLETED,,0.8130392933023118,0.7541541225149292,0.724290915695969,0.8133870312835066,0.7197921507961214,0.8158386100177007,6.695709689671915,1.2765397999974084,2342690106
blind_cd385610e651,77,COMPLETED,,0.7233081392315284,0.5818284900941402,0.5625150841428319,0.5760326547805146,0.5571957304627558,0.7256821930544868,8.371496991553885,1.258179199998267,1804608773
blind_cd385610e651,78,COMPLETED,,0.8145419724630826,0.7532602141286501,0.7222099606912549,0.8149528702558946,0.7186489134286189,0.8172934589410511,12.800526743653586,1.2489784999997937,2625043833
blind_cd385610e651,79,COMPLETED,,0.8147208798525697,0.7524702992989611,0.7210386721378225,0.8150308358822892,0.7170455827350012,0.8174849367028526,11.291775812193146,1.2712527999974554,2725753440
blind_cd385610e651,80,COMPLETED,,0.8143484152197183,0.7544376966026414,0.7240115731298054,0.8144669890073821,0.7196477713807798,0.8168726637852818,7.497500577048243,1.2770057000016095,2815555988
blind_cd385610e651,81,COMPLETED,,0.8191656692399599,0.7545618738841017,0.7221317135289109,0.819678481428066,0.7184615466303645,0.8231420038624229,9.121482616337879,1.2691332999966107,2880753031
blind_cd385610e651,82,COMPLETED,,0.8150880384933551,0.7414386394623717,0.721038909622828,0.8135615105496933,0.7174981959664098,0.8172529902331203,8.556690964222994,1.2733361999999033,655724137
blind_cd385610e651,83,COMPLETED,,0.8152478315409755,0.7551451299664858,0.7245087390308588,0.8151667443795325,0.7200174868669298,0.8182338400091838,7.646463671826865,1.2642588000016985,4150530616
blind_cd385610e651,84,COMPLETED,,0.8145576385419873,0.7244322259574102,0.7222074700034897,0.8121499398501089,0.3963040154095347,0.8164506239024631,9.406339203492086,1.2614259999973,1773083729
